,msrp,year,canonical_mmty,model,local_zone,interior_color,aff_code,price,price_badge,trim,drivetrain,dealer_name,dealer_zip,mileage,make,bodystyle,cat,vin,canonical_mmt,fuel_type,stock_type,exterior_color,page_channel
1207,68670,2024,Lincoln:Aviator:Reserve AWD:2024,Aviator,,,national,65923,,Reserve AWD,All-wheel Drive,Fair Oaks Lincoln,60540,11,Lincoln,SUV,luxurysuv_crossover,5LM5J7XCXRGL03621,Lincoln:Aviator:Reserve AWD,Gasoline,New,Pristine White,shopping
1208,,2013,GMC:Terrain:SLE-1:2013,Terrain,,Black,national,14998,,SLE-1,Front-wheel Drive,CarMax Oak Lawn - Offering Express Pickup and Home Delivery,60453,101964,GMC,SUV,crossover_midsize,2GKALMEK6D6408095,GMC:Terrain:SLE-1,Gasoline,Used,Black,shopping
1209,,2023,Chevrolet:Malibu:2LT:2023,Malibu,,Jet Black,national,28590,,2LT,Front-wheel Drive,Joe Rizza Ford Lincoln,60462,7552,Chevrolet,Sedan,sedan_midsize,1G1ZE5ST5PF156340,Chevrolet:Malibu:2LT,Gasoline,Used,Summit White,shopping
1210,57602,2023,Mercedes-Benz:Metris:Base:2023,Metris,,Black,national,57602,,Base,Rear-wheel Drive,Knauz Auto Park,60044,16,Mercedes-Benz,Passenger Van,van_fullsize,W1WV0FEYXP4333062,Mercedes-Benz:Metris:Base,Gasoline,New,Graphite Gray Metallic,shopping
1211,51085,2024,Dodge:Hornet:R/T Plus:2024,Hornet,,Black,national,40368,,R/T Plus,All-wheel Drive,South Oak Dodge Chrysler Jeep RAM,60443,14,Dodge,SUV,hybrid_suv,ZACPDFDWXR3A22803,Dodge:Hornet:R/T Plus,Hybrid,New,Gray,shopping
1212,51570,2023,RAM:ProMaster 1500:Low Roof:2023,ProMaster 1500,,Black,national,48570,,Low Roof,Front-wheel Drive,Larry Roesch Dodge Chrysler Jeep RAM,60126,0,RAM,Cargo Van,van_fullsize,3C6LRVAG7PE583767,RAM:ProMaster 1500:Low Roof,Gasoline,New,Bright White Clearcoat,shopping
1213,0,2016,Nissan:Altima:2.5 SL:2016,Altima,,Charcoal,national,9995,,2.5 SL,Front-wheel Drive,S&amp;M Auto Sales Kedzie,60632,98989,Nissan,Sedan,sedan_midsize,1N4AL3AP9GC147652,Nissan:Altima:2.5 SL,Gasoline,Used,Super Black,shopping
1214,,2022,Chevrolet:Trax:LT:2022,Trax,,Jet Black,national,19999,,LT,All-wheel Drive,The Autobarn Volkswagen of Countryside,60525,39193,Chevrolet,SUV,crossover_compact,KL7CJPSM7NB518232,Chevrolet:Trax:LT,Gasoline,Used,Silver Ice Metallic,shopping
1215,113230,2024,Audi:SQ8:4.0T quattro Premium Plus:2024,SQ8,,Black,national,113230,,4.0T quattro Premium Plus,All-wheel Drive,Audi Hoffman Estates,60169,5,Audi,SUV,luxurysuv_crossover,WA1CWBF13RD008374,Audi:SQ8:4.0T quattro Premium Plus,Gasoline,New,Daytona Gray Pearl Effect,shopping
1216,0,2021,Ford:Bronco Sport:Outer Banks:2021,Bronco Sport,,,national,27896,,Outer Banks,Four-wheel Drive,Zeigler Ford of North Riverside,60546,50364,Ford,SUV,crossover_compact,3FMCR9C69MRA01169,Ford:Bronco Sport:Outer Banks,Gasoline,Used,Shadow Black,shopping
1217,25995,2021,Ford:Escape:SE:2021,Escape,,Dark Earth Gray,national,18395,,SE,Front-wheel Drive,Napleton Lincoln Blue Island,60406,52689,Ford,SUV,crossover_compact,1FMCU0G66MUA16242,Ford:Escape:SE,Gasoline,Used,Antimatter Blue Metallic,shopping
1218,0,2023,Chevrolet:Malibu:FWD 1LT:2023,Malibu,,Jet Black,national,22795,,FWD 1LT,Front-wheel Drive,Bill Kay Chevrolet,60532,23980,Chevrolet,Sedan,sedan_midsize,1G1ZD5ST6PF179113,Chevrolet:Malibu:FWD 1LT,Gasoline,Used,Dark Ash Metallic,shopping
1219,0,2019,Kia:Forte:FE:2019,Forte,,Black,national,11999,,FE,Front-wheel Drive,I-80 Auto Sales,60429,78587,Kia,Sedan,sedan_compact,3KPF24AD9KE127238,Kia:Forte:FE,Gasoline,Used,Aurora Black,shopping
1220,,2022,Chevrolet:Malibu:RS:2022,Malibu,,Jet Black,national,21986,,RS,Front-wheel Drive,Ed Napleton Acura Kia,60126,16127,Chevrolet,Sedan,sedan_midsize,1G1ZG5ST0NF214412,Chevrolet:Malibu:RS,Gasoline,Used,Summit White,shopping
1221,0,2023,FIAT:500X:Pop:2023,500X,,Black,national,26900,,Pop,All-wheel Drive,Bettenhausen Fiat,60462,2612,FIAT,SUV,crossover_compact,ZFBNF3B11PPA22561,FIAT:500X:Pop,Gasoline,Used,Blue,shopping
1222,0,2018,GMC:Yukon:SLT:2018,Yukon,,Jet Black,national,34452,,SLT,Four-wheel Drive,Muller&#39;s Woodfield Acura,60169,75990,GMC,SUV,suv_fullsize,1GKS2BKC1JR251309,GMC:Yukon:SLT,Gasoline,Used,Summit White,shopping
1223,,2021,RAM:3500:Tradesman:2021,3500,,Black,national,49998,,Tradesman,Four-wheel Drive,Ogden Lincoln Of Westmont,60559,74514,RAM,Pickup Truck,truck_fullsize,3C63RRGL3MG537266,RAM:3500:Tradesman,Diesel,Used,Billet Silver Metallic Clearcoat,shopping
1224,45735,2024,Dodge:Hornet:R/T:2024,Hornet,,Black,national,41119,,R/T,All-wheel Drive,South Oak Dodge Chrysler Jeep RAM,60443,23,Dodge,SUV,hybrid_suv,ZACPDFCW3R3A19811,Dodge:Hornet:R/T,Hybrid,New,Blue,shopping
1225,,2021,Chevrolet:Silverado 3500:WT:2021,Silverado 3500,,Black,national,42995,,WT,Four-wheel Drive,Affinity Auto Sales,60185,100272,Chevrolet,Pickup Truck,truck_fullsize,1GC4YSEY8MF169058,Chevrolet:Silverado 3500:WT,Diesel,Used,White,shopping
1226,23425,2019,GMC:Terrain:SLT:2019,Terrain,,Jet Black,national,20350,,SLT,All-wheel Drive,Napleton Nissan,46375,57901,GMC,SUV,crossover_midsize,3GKALVEX4KL251368,GMC:Terrain:SLT,Gasoline,Used,Quicksilver Metallic,shopping
1227,,2020,Kia:Sportage:S:2020,Sportage,,Black,national,19632,,S,All-wheel Drive,Tasca Ford Midlothian,60445,40212,Kia,SUV,crossover_compact,KNDP6CAC0L7682428,Kia:Sportage:S,Gasoline,Used,Black Cherry Pearl,shopping
1228,,2019,Chevrolet:Blazer:2LT:2019,Blazer,,Jet Black,national,26990,,2LT,All-wheel Drive,Joe Rizza Ford Lincoln,60462,27929,Chevrolet,SUV,crossover_midsize,3GNKBGRS6KS702259,Chevrolet:Blazer:2LT,Gasoline,Used,Red,shopping
1229,0,2022,Chevrolet:Trailblazer:LS:2022,Trailblazer,,Black,national,22398,,LS,Front-wheel Drive,Zeigler Ford of North Riverside,60546,15545,Chevrolet,SUV,suv_midsize,KL79MMS24NB127537,Chevrolet:Trailblazer:LS,Gasoline,Used,Crimson Metallic,shopping
1230,57540,2023,Mercedes-Benz:Metris:Base:2023,Metris,,Black,national,57540,,Base,Rear-wheel Drive,Mercedes-Benz of Orland Park,60462,9,Mercedes-Benz,Passenger Van,van_fullsize,W1WV0FEY0P4356494,Mercedes-Benz:Metris:Base,Gasoline,New,Black,shopping
1231,,2021,Volvo:S60 Recharge Plug-In Hybrid:T8 R-Design Expression:2021,S60 Recharge Plug-In Hybrid,,Charcoal,national,31884,,T8 R-Design Expression,All-wheel Drive,Ed Napleton Acura Kia,60126,21487,Volvo,Sedan,hybrid_passenger,7JRBR0FZ9MG112038,Volvo:S60 Recharge Plug-In Hybrid:T8 R-Design Expression,Hybrid,Used,Black Stone,shopping
1232,,2023,RAM:3500:Tradesman:2023,3500,,Black,national,49999,,Tradesman,Four-wheel Drive,Hawk Ford of Carol Stream,60188,8108,RAM,Pickup Truck,truck_fullsize,3C63R3CJ2PG578462,RAM:3500:Tradesman,Gasoline,Used,Bright White Clearcoat,shopping
1233,52635,2024,Cadillac:XT4:Premium Luxury:2024,XT4,,Black,national,52635,,Premium Luxury,AWD,Heritage Cadillac,60148,5,Cadillac,SUV,luxurysuv_crossover,1GYFZDR40RF198953,Cadillac:XT4:Premium Luxury,Gasoline,New,Silver Metallic,shopping
1234,55133,2023,Mercedes-Benz:Metris:Base:2023,Metris,,Black,national,55133,,Base,Rear-wheel Drive,Mercedes-Benz of Orland Park,60462,8,Mercedes-Benz,Passenger Van,van_fullsize,W1WV0FEY4P4285199,Mercedes-Benz:Metris:Base,Gasoline,New,White,shopping
1235,,2021,Chevrolet:Trax:LT:2021,Trax,,Jet Black,national,18986,,LT,All-wheel Drive,Sunrise Chevrolet of Glendale Heights,60139,46295,Chevrolet,SUV,crossover_compact,KL7CJPSB3MB350960,Chevrolet:Trax:LT,Gasoline,Used,Midnight Blue Metallic,shopping
1236,0,2023,Chevrolet:Equinox:1LT:2023,Equinox,,Medium Ash Gray,national,22979,,1LT,All-wheel Drive,Alfa Romeo of Naperville,60540,21467,Chevrolet,SUV,crossover_midsize,3GNAXUEGXPL212938,Chevrolet:Equinox:1LT,Gasoline,Used,Mosaic Black Metallic,shopping
1237,0,2012,Chevrolet:Silverado 3500:LT:2012,Silverado 3500,,Ebony,national,31949,,LT,Four-wheel Drive,Midway Dodge,60632,139442,Chevrolet,Pickup Truck,truck_fullsize,1GB3K0CL9CF128966,Chevrolet:Silverado 3500:LT,Diesel,Used,Black,shopping
1238,110450,2024,Mercedes-Benz:AMG EQE:Base:2024,AMG EQE,,Gray,national,110450,,Base,All-wheel Drive,Knauz Auto Park,60044,13,Mercedes-Benz,SUV,ev_luxurypassenger_plus,4JGGM5DB8RA039403,Mercedes-Benz:AMG EQE:Base,Electric,New,Polar White,shopping
1239,0,2021,RAM:3500:Tradesman Crew Cab 4x4 8&#39; Box:2021,3500,,Black,national,66781,,Tradesman Crew Cab 4x4 8&#39; Box,Four-wheel Drive,Sherman Dodge Chrysler Jeep RAM,60077,14516,RAM,Pickup Truck,truck_fullsize,3C63RRGLXMG701564,RAM:3500:Tradesman Crew Cab 4x4 8&#39; Box,Diesel,Used,Billet Silver Metallic Clearcoat,shopping
1240,,2023,Nissan:Frontier:PRO-4X:2023,Frontier,,Gray,national,37500,,PRO-4X,Four-wheel Drive,Wilkins Mazda,60126,16272,Nissan,Pickup Truck,truck_compact,1N6ED1EK3PN607109,Nissan:Frontier:PRO-4X,Gasoline,Used,Tactical Green,shopping
1241,,2021,FIAT:500X:Sport:2021,500X,,Black,national,21979,,Sport,All-wheel Drive,Zeigler Nissan of Orland Park,60462,16733,FIAT,SUV,crossover_compact,ZFBNF3C17MP942346,FIAT:500X:Sport,Gasoline,Used,Rovente Red,shopping
1242,,2020,Ford:EcoSport:SE:2020,EcoSport,,Ebony Black,national,18000,,SE,Front-wheel Drive,Packey Webb Ford,60515,19674,Ford,SUV,crossover_compact,MAJ3S2GE0LC354792,Ford:EcoSport:SE,Gasoline,Used,Shadow Black,shopping
1243,0,2018,Mercedes-Benz:AMG E 63:S 4MATIC:2018,AMG E 63,,Black,national,53972,,S 4MATIC,All-wheel Drive,Old Orchard Nissan,60077,49852,Mercedes-Benz,Sedan,luxurypassenger_plus,WDDZF8KB6JA434542,Mercedes-Benz:AMG E 63:S 4MATIC,Gasoline,Used,Black,shopping
1244,118840,2024,Chevrolet:Corvette E-Ray:RWD Coupe 3LZ:2024,Corvette E-Ray,,Natural Dipped,national,118840,,RWD Coupe 3LZ,Rear-wheel Drive,Currie Motors Chevrolet,60130,1,Chevrolet,Coupe,hybrid_passenger,1G1YM2D45R5500230,Chevrolet:Corvette E-Ray:RWD Coupe 3LZ,Gasoline,New,Hypersonic Gray Metallic,shopping
1245,43155,2023,Ford:Escape:ST-Line Elite:2023,Escape,,Ebony With Red Stitching,national,39036,,ST-Line Elite,All-wheel Drive,Zeigler Ford of North Riverside,60546,3,Ford,SUV,crossover_compact,1FMCU9PA1PUA99995,Ford:Escape:ST-Line Elite,Gasoline,New,Iconic Silver Metallic,shopping
1246,,2019,Dodge:Grand Caravan:SE:2019,Grand Caravan,,Black,national,20095,,SE,Front-wheel Drive,DriveTime of South Chicago,60445,55817,Dodge,Passenger Van,van_mini,2C4RDGBG8KR745263,Dodge:Grand Caravan:SE,,Used,Black,shopping
1247,0,2014,Chevrolet:Equinox:LTZ:2014,Equinox,,Tan,national,9995,,LTZ,All-wheel Drive,Bose Motors,60445,116332,Chevrolet,SUV,crossover_midsize,2GNFLHE36E6324353,Chevrolet:Equinox:LTZ,Gasoline,Used,Crystal Red Tintcoat,shopping
1248,,2019,Ford:F-250:XLT:2019,F-250,,Medium Earth Gray,national,30937,,XLT,Rear-wheel Drive,Motorcars Express,60803,74379,Ford,Pickup Truck,truck_fullsize,1FT7X2A66KED35617,Ford:F-250:XLT,E85 Flex Fuel,Used,Blue Jeans,shopping
1249,0,2021,Chevrolet:Trailblazer:LT:2021,Trailblazer,,Black,national,18000,,LT,Front-wheel Drive,Napleton River Oaks Honda,60438,70723,Chevrolet,SUV,suv_midsize,KL79MPSL9MB012571,Chevrolet:Trailblazer:LT,Gasoline,Used,Summit White,shopping
1250,40220,2023,Ford:Escape:ST-Line Select:2023,Escape,,Ebony,national,36187,,ST-Line Select,All-wheel Drive,Zeigler Ford of North Riverside,60546,4,Ford,SUV,crossover_compact,1FMCU9NA0PUA98078,Ford:Escape:ST-Line Select,Gasoline,New,Carbonized Gray Metallic,shopping
1251,47865,2024,Cadillac:XT4:Premium Luxury:2024,XT4,,Black,national,47865,,Premium Luxury,Front-wheel Drive,Rizza Cadillac Buick GMC,60487,,Cadillac,SUV,luxurysuv_crossover,1GYFZCR42RF207209,Cadillac:XT4:Premium Luxury,Gasoline,New,Crystal White Tri-Coat,shopping
1252,0,2007,Lexus:LS 460:L:2007,LS 460,,Black,national,6500,,L,Rear-wheel Drive,Lake Motor Group LLC,46319,172592,Lexus,Sedan,luxurypassenger_plus,JTHGL46F775003286,Lexus:LS 460:L,Gasoline,Used,Black,shopping
1253,54136,2023,Mercedes-Benz:Metris:Base:2023,Metris,,Black,national,54136,,Base,Rear-wheel Drive,Knauz Auto Park,60044,24,Mercedes-Benz,Passenger Van,van_fullsize,W1WV0FEY8P4365993,Mercedes-Benz:Metris:Base,Gasoline,New,Jet Black,shopping
1254,39820,2024,Dodge:Hornet:GT Plus:2024,Hornet,,Red,national,38584,,GT Plus,All-wheel Drive,Zeigler Chrysler Dodge Jeep Ram of Downers Grove,60515,40,Dodge,SUV,hybrid_suv,ZACNDFBNXR3A09597,Dodge:Hornet:GT Plus,Gasoline,New,8 BALL,shopping
1255,74085,2024,Cadillac:LYRIQ:Sport:2024,LYRIQ,,Black,national,74085,,Sport,All-wheel Drive,Rizza Cadillac Buick GMC,60487,,Cadillac,SUV,ev_luxurysuv_suv,1GYKPVRL4RZ130395,Cadillac:LYRIQ:Sport,Electric,New,Stellar Black Metallic,shopping
1256,39675,2024,Dodge:Hornet:GT Plus AWD:2024,Hornet,,Black,national,39675,,GT Plus AWD,All-wheel Drive,Midway Dodge,60632,27,Dodge,SUV,hybrid_suv,ZACNDFBN8R3A11767,Dodge:Hornet:GT Plus AWD,Gasoline,New,8 Ball,shopping
1257,24095,2024,Nissan:Sentra:SV:2024,Sentra,,Charcoal,national,22850,,SV,Front-wheel Drive,Napleton Nissan,46375,2,Nissan,Sedan,sedan_compact,3N1AB8CV1RY205403,Nissan:Sentra:SV,Gasoline,New,Gun Metallic,shopping
1258,46120,2024,Dodge:Hornet:R/T:2024,Hornet,,Black,national,39120,,R/T,All-wheel Drive,Chrysler Dodge Jeep Ram of Chicago,60659,24,Dodge,SUV,hybrid_suv,ZACPDFCW9R3A20798,Dodge:Hornet:R/T,Hybrid,New,8 BALL,shopping
1259,0,2018,RAM:3500:Laramie Crew Cab 4x4 8&#39; Box:2018,3500,,Black,national,57001,,Laramie Crew Cab 4x4 8&#39; Box,Four-wheel Drive,Sherman Dodge Chrysler Jeep RAM,60077,59139,RAM,Pickup Truck,truck_fullsize,3C63RRJL7JG267897,RAM:3500:Laramie Crew Cab 4x4 8&#39; Box,Diesel,Used,Brilliant Black Crystal Pearlcoat,shopping
1260,0,2018,Honda:Accord:LX:2018,Accord,,Black,national,17058,,LX,Front-wheel Drive,McGrath Kia Highland Park,60035,99805,Honda,Sedan,sedan_midsize,1HGCV1F10JA220384,Honda:Accord:LX,Gasoline,Used,Platinum White Pearl,shopping
1261,,2016,Chevrolet:Equinox:LT:2016,Equinox,,Jet Black,national,11500,,LT,All-wheel Drive,Wilkins Hyundai,60126,97764,Chevrolet,SUV,crossover_midsize,2GNFLFEK1G6160458,Chevrolet:Equinox:LT,Gasoline,Used,Tungsten Metallic,shopping
1262,0,2014,Honda:Crosstour:EX-L:2014,Crosstour,,,national,16495,,EX-L,Four-wheel Drive,INFINITI of Naperville,60540,94940,Honda,SUV,crossover_midsize,5J6TF2H51EL001231,Honda:Crosstour:EX-L,Gasoline,Used,Crystal Black Pearl,shopping
1263,36980,2024,Dodge:Hornet:GT AWD:2024,Hornet,,Black,national,36980,,GT AWD,All-wheel Drive,Midway Dodge,60632,6,Dodge,SUV,hybrid_suv,ZACNDFANXR3A35909,Dodge:Hornet:GT AWD,Gasoline,New,Hot Tamale,shopping
1264,24240,2024,Nissan:Sentra:SV:2024,Sentra,,Charcoal,national,23249,,SV,Front-wheel Drive,Zeigler Nissan of Orland Park,60462,3,Nissan,Sedan,sedan_compact,3N1AB8CV8RY309967,Nissan:Sentra:SV,Gasoline,New,Electric Blue Metallic,shopping
1265,0,2020,Chevrolet:Silverado 3500:WT:2020,Silverado 3500,,Jet Black,national,39995,,WT,Four-wheel Drive,S&amp;M Auto Sales Kedzie,60632,137255,Chevrolet,Pickup Truck,truck_fullsize,1GC4YSEY2LF262057,Chevrolet:Silverado 3500:WT,Diesel,Used,Summit White,shopping
1266,,2021,Chevrolet:Traverse:Premier:2021,Traverse,,Jet Black,national,32924,,Premier,All-wheel Drive,Volkswagen of Palatine,60074,53201,Chevrolet,SUV,crossover_midsize,1GNEVKKW5MJ115169,Chevrolet:Traverse:Premier,Gasoline,Used,Mosaic Black Metallic,shopping
1267,26475,2024,Nissan:Sentra:SR:2024,Sentra,,,national,25159,,SR,Front-wheel Drive,Napleton Nissan,46375,1,Nissan,Sedan,sedan_compact,3N1AB8DV4RY253427,Nissan:Sentra:SR,Gasoline,New,2t Blu Blk Roof,shopping
1268,27890,2024,Chevrolet:Malibu:FWD RS:2024,Malibu,,Jet Black,national,24890,,FWD RS,Front-wheel Drive,Bill Kay Chevrolet,60532,5,Chevrolet,Sedan,sedan_midsize,1G1ZG5ST9RF113505,Chevrolet:Malibu:FWD RS,Gasoline,New,Summit White,shopping
1269,0,2021,Cadillac:Escalade:Base:2021,Escalade,,Jet Black,national,75078,,Base,Four-wheel Drive,Zeigler Chevrolet,60173,32266,Cadillac,SUV,luxurysuv_suv,1GYS4EKL2MR197931,Cadillac:Escalade:Base,Gasoline,Used,Crystal White Tricoat,shopping
1270,,2023,Cadillac:Escalade:Premium Luxury Platinum:2023,Escalade,,Whisper Beige,national,99850,,Premium Luxury Platinum,Four-wheel Drive,Arnie Bauer Buick GMC of Matteson,60443,11568,Cadillac,SUV,luxurysuv_suv,1GYS4DKL6PR123992,Cadillac:Escalade:Premium Luxury Platinum,Gasoline,Used,Silver Metallic,shopping
1271,45085,2024,Dodge:Hornet:R/T:2024,Hornet,,Black,national,39595,,R/T,All-wheel Drive,Jack Phelan Chrysler Dodge Jeep RAM,60525,10,Dodge,SUV,hybrid_suv,ZACPDFCW5R3A17820,Dodge:Hornet:R/T,Hybrid,New,Blue,shopping
1272,22770,2024,Nissan:Sentra:S:2024,Sentra,,,national,21695,,S,Front-wheel Drive,Napleton Nissan,46375,1,Nissan,Sedan,sedan_compact,3N1AB8BV9RY234276,Nissan:Sentra:S,Gasoline,New,Cloud White,shopping
1273,77870,2024,Cadillac:LYRIQ:Luxury:2024,LYRIQ,,Black,national,77870,,Luxury,All-wheel Drive,Rizza Cadillac Buick GMC,60487,,Cadillac,SUV,ev_luxurysuv_suv,1GYKPSRLXRZ129766,Cadillac:LYRIQ:Luxury,Electric,New,Radiant Red,shopping
1274,,2022,Chevrolet:Silverado 1500 Limited:LT:2022,Silverado 1500 Limited,,Black,national,34677,,LT,Four-wheel Drive,Castle Chevrolet North,60007,48919,Chevrolet,Pickup Truck,truck_fullsize,1GCPYJEK1NZ150712,Chevrolet:Silverado 1500 Limited:LT,Gasoline,Used,Red,shopping
1275,,2010,MINI:Cooper Clubman::2010,Cooper Clubman,,Beige,national,6890,,,Front-wheel Drive,Coda Motors,60527,90750,MINI,Wagon,wagonhatchback_wagon,WMWML3C50ATX52022,MINI:Cooper Clubman:,Gasoline,Used,British Racing Green Metallic,shopping
1276,0,2021,Honda:Accord:Sport 1.5T:2021,Accord,,Black,national,25095,,Sport 1.5T,Front-wheel Drive,Baha Auto Group Inc.,60459,55627,Honda,Sedan,sedan_midsize,1HGCV2F37MA010893,Honda:Accord:Sport 1.5T,Gasoline,Used,Crystal Black Pearl,shopping
1277,,2020,Lincoln:Nautilus:Reserve:2020,Nautilus,,Ebony,national,30994,,Reserve,All-wheel Drive,Tasca Ford Midlothian,60445,24830,Lincoln,SUV,luxurysuv_crossover,2LMPJ8K90LBL29838,Lincoln:Nautilus:Reserve,Gasoline,Used,Black,shopping
1278,0,2023,Honda:Accord:EX 1.5T:2023,Accord,,,national,24987,,EX 1.5T,Front-wheel Drive,Victory Toyota of Midtown,60641,30781,Honda,Sedan,sedan_midsize,1HGCY1F37PA029403,Honda:Accord:EX 1.5T,Gasoline,Used,,shopping
1279,,2021,Nissan:Rogue:SV:2021,Rogue,,Charcoal,national,25950,,SV,All-wheel Drive,Rizza Cadillac Buick GMC,60487,20282,Nissan,SUV,crossover_compact,5N1AT3BB2MC786282,Nissan:Rogue:SV,Gasoline,Used,Gun Metallic,shopping
1280,35156,2022,Ford:Escape:SE:2022,Escape,,Gray,national,24595,,SE,All-wheel Drive,Oak Lawn Toyota,60453,14232,Ford,SUV,crossover_compact,1FMCU9G67NUA83406,Ford:Escape:SE,Gasoline,Used,Blue Metallic,shopping
1281,50185,2024,Dodge:Hornet:R/T Plus:2024,Hornet,,Black,national,39648,,R/T Plus,All-wheel Drive,South Oak Dodge Chrysler Jeep RAM,60443,10,Dodge,SUV,hybrid_suv,ZACPDFDW0R3A16735,Dodge:Hornet:R/T Plus,Hybrid,New,Blue Steel,shopping
1282,44115,2024,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT:2024,Express 2500,,Medium Pewter,national,44115,,RWD 2500 Regular Wheelbase WT,Rear-wheel Drive,Golf Mill Chevrolet,60714,10,Chevrolet,Cargo Van,van_fullsize,1GCWGAFPXR1163908,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT,Gasoline,New,Summit White,shopping
1283,44115,2024,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT:2024,Express 2500,,Medium Pewter,national,44115,,RWD 2500 Regular Wheelbase WT,Rear-wheel Drive,Golf Mill Chevrolet,60714,10,Chevrolet,Cargo Van,van_fullsize,1GCWGAFP9R1163950,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT,Gasoline,New,Summit White,shopping
1284,0,2019,Buick:Encore:Preferred:2019,Encore,,Ebony,national,16890,,Preferred,Front-wheel Drive,Larry Roesch Dodge Chrysler Jeep RAM,60126,30443,Buick,SUV,luxurysuv_crossover,KL4CJASB2KB941241,Buick:Encore:Preferred,Gasoline,Used,Deep Azure Metallic,shopping
1285,57013,2023,Mercedes-Benz:Metris:Base:2023,Metris,,,national,57013,,Base,RWD,Mercedes-Benz of Chicago,60642,5,Mercedes-Benz,Passenger Van,van_fullsize,W1WV0FEY4P4332215,Mercedes-Benz:Metris:Base,Gasoline,New,Navy Blue,shopping
1286,44115,2024,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT:2024,Express 2500,,Medium Pewter,national,44115,,RWD 2500 Regular Wheelbase WT,Rear-wheel Drive,Golf Mill Chevrolet,60714,10,Chevrolet,Cargo Van,van_fullsize,1GCWGAFP5R1163959,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT,Gasoline,New,Summit White,shopping
1287,44115,2024,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT:2024,Express 2500,,Medium Pewter,national,44115,,RWD 2500 Regular Wheelbase WT,Rear-wheel Drive,Golf Mill Chevrolet,60714,10,Chevrolet,Cargo Van,van_fullsize,1GCWGAFP9R1163897,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT,Gasoline,New,Summit White,shopping
1288,44115,2024,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT:2024,Express 2500,,Medium Pewter,national,44115,,RWD 2500 Regular Wheelbase WT,Rear-wheel Drive,Golf Mill Chevrolet,60714,10,Chevrolet,Cargo Van,van_fullsize,1GCWGAFP8R1163938,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT,Gasoline,New,Summit White,shopping
1289,44115,2024,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT:2024,Express 2500,,Medium Pewter,national,44115,,RWD 2500 Regular Wheelbase WT,Rear-wheel Drive,Golf Mill Chevrolet,60714,10,Chevrolet,Cargo Van,van_fullsize,1GCWGAFP4R1163760,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT,Gasoline,New,Summit White,shopping
1290,44115,2024,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT:2024,Express 2500,,Medium Pewter,national,44115,,RWD 2500 Regular Wheelbase WT,Rear-wheel Drive,Golf Mill Chevrolet,60714,10,Chevrolet,Cargo Van,van_fullsize,1GCWGAFP9R1163799,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT,Gasoline,New,Summit White,shopping
1291,44115,2024,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT:2024,Express 2500,,Medium Pewter,national,44115,,RWD 2500 Regular Wheelbase WT,Rear-wheel Drive,Golf Mill Chevrolet,60714,10,Chevrolet,Cargo Van,van_fullsize,1GCWGAFP6R1163811,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT,Gasoline,New,Summit White,shopping
1292,44115,2024,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT:2024,Express 2500,,Medium Pewter,national,44115,,RWD 2500 Regular Wheelbase WT,Rear-wheel Drive,Golf Mill Chevrolet,60714,10,Chevrolet,Cargo Van,van_fullsize,1GCWGAFPXR1164024,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT,Gasoline,New,Summit White,shopping
1293,44115,2024,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT:2024,Express 2500,,Medium Pewter,national,44115,,RWD 2500 Regular Wheelbase WT,Rear-wheel Drive,Golf Mill Chevrolet,60714,10,Chevrolet,Cargo Van,van_fullsize,1GCWGAFP8R1163888,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT,Gasoline,New,Summit White,shopping
1294,44115,2024,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT:2024,Express 2500,,Medium Pewter,national,44115,,RWD 2500 Regular Wheelbase WT,Rear-wheel Drive,Golf Mill Chevrolet,60714,10,Chevrolet,Cargo Van,van_fullsize,1GCWGAFP7R1164045,Chevrolet:Express 2500:RWD 2500 Regular Wheelbase WT,Gasoline,New,Summit White,shopping
1295,53875,2024,RAM:ProMaster 1500:Base:2024,ProMaster 1500,,Black,national,52875,,Base,Front-wheel Drive,Larry Roesch Dodge Chrysler Jeep RAM,60126,0,RAM,Cargo Van,van_fullsize,3C6LRVBG1RE116765,RAM:ProMaster 1500:Base,Gasoline,New,Bright White Clearcoat,shopping
